,dateRep,deaths,countriesAndTerritories,flag
2741,2020-01-23,0,Iran,0.0
2822,2020-01-23,0,Iraq,0.0
2903,2020-01-23,0,Ireland,0.0
2985,2020-01-23,0,Israel,0.0
3068,2020-01-23,0,Italy,0.0
3161,2020-01-23,0,Japan,0.0
3278,2020-01-23,0,Kuwait,0.0
3377,2020-01-23,0,Lebanon,0.0
3469,2020-01-23,0,Lithuania,0.0
3545,2020-01-23,0,Luxembourg,0.0
3629,2020-01-23,0,Malaysia,0.0
3741,2020-01-23,0,Mexico,0.0
3825,2020-01-23,0,Monaco,0.0
3931,2020-01-23,0,Nepal,0.0
4014,2020-01-23,0,Netherlands,0.0
4093,2020-01-23,0,New_Zealand,0.0
4171,2020-01-23,0,Nigeria,0.0
4245,2020-01-23,0,North_Macedonia,0.0
4328,2020-01-23,0,Norway,0.0
4405,2020-01-23,0,Oman,0.0
4483,2020-01-23,0,Pakistan,0.0
4618,2020-01-23,0,Philippines,0.0
4734,2020-01-23,0,Qatar,0.0
4815,2020-01-23,0,Romania,0.0
4893,2020-01-23,0,Russia,0.0
4992,2020-01-23,0,San_Marino,0.0
5126,2020-01-23,0,Singapore,0.0
5262,2020-01-23,0,South_Korea,0.0
5345,2020-01-23,0,Spain,0.0
5419,2020-01-23,0,Sri_Lanka,0.0
5514,2020-01-23,0,Sweden,0.0
5597,2020-01-23,0,Switzerland,0.0
5678,2020-01-23,0,Taiwan,0.0
5754,2020-01-23,0,Thailand,0.0
5884,2020-01-23,0,United_Arab_Emirates,0.0
5967,2020-01-23,0,United_Kingdom,0.0
6056,2020-01-23,0,United_States_of_America,0.0
6158,2020-01-23,0,Vietnam,0.0
48,2020-01-24,0,Afghanistan,0.0
140,2020-01-24,0,Algeria,0.0
243,2020-01-24,0,Armenia,0.0
326,2020-01-24,0,Australia,0.0
409,2020-01-24,0,Austria,0.0
485,2020-01-24,0,Azerbaijan,0.0
572,2020-01-24,0,Bahrain,0.0
660,2020-01-24,0,Belarus,0.0
743,2020-01-24,0,Belgium,0.0
861,2020-01-24,0,Brazil,0.0
970,2020-01-24,0,Cambodia,0.0
1063,2020-01-24,0,Canada,0.0
1129,2020-01-24,0,Cases_on_an_international_conveyance_Japan,0.0
1243,2020-01-24,26,China,0.0
1366,2020-01-24,0,Croatia,0.0
1468,2020-01-24,0,Czech_Republic,0.0
1561,2020-01-24,0,Denmark,0.0
1639,2020-01-24,0,Dominican_Republic,0.0
1717,2020-01-24,0,Ecuador,0.0
1796,2020-01-24,0,Egypt,0.0
1887,2020-01-24,0,Estonia,0.0
1988,2020-01-24,0,Finland,0.0
2071,2020-01-24,0,France,0.0
2169,2020-01-24,0,Georgia,0.0
2252,2020-01-24,0,Germany,0.0
2345,2020-01-24,0,Greece,0.0
2499,2020-01-24,0,Iceland,0.0
2581,2020-01-24,0,India,0.0
2657,2020-01-24,0,Indonesia,0.0
2740,2020-01-24,0,Iran,0.0
2821,2020-01-24,0,Iraq,0.0
2902,2020-01-24,0,Ireland,0.0
2984,2020-01-24,0,Israel,0.0
3067,2020-01-24,0,Italy,0.0
3160,2020-01-24,0,Japan,0.0
3277,2020-01-24,0,Kuwait,0.0
3376,2020-01-24,0,Lebanon,0.0
3468,2020-01-24,0,Lithuania,0.0
3544,2020-01-24,0,Luxembourg,0.0
3628,2020-01-24,0,Malaysia,0.0
3740,2020-01-24,0,Mexico,0.0
3824,2020-01-24,0,Monaco,0.0
3930,2020-01-24,0,Nepal,0.0
4013,2020-01-24,0,Netherlands,0.0
4092,2020-01-24,0,New_Zealand,0.0
4170,2020-01-24,0,Nigeria,0.0
4244,2020-01-24,0,North_Macedonia,0.0
4327,2020-01-24,0,Norway,0.0
4404,2020-01-24,0,Oman,0.0
4482,2020-01-24,0,Pakistan,0.0
4617,2020-01-24,0,Philippines,0.0
4733,2020-01-24,0,Qatar,0.0
4814,2020-01-24,0,Romania,0.0
4892,2020-01-24,0,Russia,0.0
4991,2020-01-24,0,San_Marino,0.0
5125,2020-01-24,0,Singapore,0.0
5261,2020-01-24,0,South_Korea,0.0
5344,2020-01-24,0,Spain,0.0
5418,2020-01-24,0,Sri_Lanka,0.0
5513,2020-01-24,0,Sweden,0.0
5596,2020-01-24,0,Switzerland,0.0
5677,2020-01-24,0,Taiwan,0.0
5753,2020-01-24,0,Thailand,0.0
5883,2020-01-24,0,United_Arab_Emirates,0.0
5966,2020-01-24,0,United_Kingdom,0.0
6055,2020-01-24,0,United_States_of_America,0.0
6157,2020-01-24,0,Vietnam,0.0
47,2020-01-25,0,Afghanistan,0.0
139,2020-01-25,0,Algeria,0.0
242,2020-01-25,0,Armenia,0.0
325,2020-01-25,0,Australia,0.0
408,2020-01-25,0,Austria,0.0
484,2020-01-25,0,Azerbaijan,0.0
571,2020-01-25,0,Bahrain,0.0
659,2020-01-25,0,Belarus,0.0
742,2020-01-25,0,Belgium,0.0
860,2020-01-25,0,Brazil,0.0
969,2020-01-25,0,Cambodia,0.0
1062,2020-01-25,0,Canada,0.0
1128,2020-01-25,0,Cases_on_an_international_conveyance_Japan,0.0
1242,2020-01-25,41,China,0.0
1365,2020-01-25,0,Croatia,0.0
1467,2020-01-25,0,Czech_Republic,0.0
1560,2020-01-25,0,Denmark,0.0
1638,2020-01-25,0,Dominican_Republic,0.0
1716,2020-01-25,0,Ecuador,0.0
1795,2020-01-25,0,Egypt,0.0
1886,2020-01-25,0,Estonia,0.0
1987,2020-01-25,0,Finland,0.0
2070,2020-01-25,0,France,0.0
2168,2020-01-25,0,Georgia,0.0
2251,2020-01-25,0,Germany,0.0
2344,2020-01-25,0,Greece,0.0
2498,2020-01-25,0,Iceland,0.0
2580,2020-01-25,0,India,0.0
2656,2020-01-25,0,Indonesia,0.0
2739,2020-01-25,0,Iran,0.0
2820,2020-01-25,0,Iraq,0.0
2901,2020-01-25,0,Ireland,0.0
2983,2020-01-25,0,Israel,0.0
3066,2020-01-25,0,Italy,0.0
3159,2020-01-25,0,Japan,0.0
3276,2020-01-25,0,Kuwait,0.0
3375,2020-01-25,0,Lebanon,0.0
3467,2020-01-25,0,Lithuania,0.0
3543,2020-01-25,0,Luxembourg,0.0
3627,2020-01-25,0,Malaysia,0.0
3739,2020-01-25,0,Mexico,0.0
3823,2020-01-25,0,Monaco,0.0
3929,2020-01-25,0,Nepal,0.0
4012,2020-01-25,0,Netherlands,0.0
4091,2020-01-25,0,New_Zealand,0.0
4169,2020-01-25,0,Nigeria,0.0
4243,2020-01-25,0,North_Macedonia,0.0
4326,2020-01-25,0,Norway,0.0
4403,2020-01-25,0,Oman,0.0
4481,2020-01-25,0,Pakistan,0.0
4616,2020-01-25,0,Philippines,0.0
4732,2020-01-25,0,Qatar,0.0
4813,2020-01-25,0,Romania,0.0
4891,2020-01-25,0,Russia,0.0
4990,2020-01-25,0,San_Marino,0.0
5124,2020-01-25,0,Singapore,0.0
5260,2020-01-25,0,South_Korea,0.0
5343,2020-01-25,0,Spain,0.0
5417,2020-01-25,0,Sri_Lanka,0.0
5512,2020-01-25,0,Sweden,0.0
5595,2020-01-25,0,Switzerland,0.0
5676,2020-01-25,0,Taiwan,0.0
5752,2020-01-25,0,Thailand,0.0
5882,2020-01-25,0,United_Arab_Emirates,0.0
5965,2020-01-25,0,United_Kingdom,0.0
6054,2020-01-25,0,United_States_of_America,0.0
6156,2020-01-25,0,Vietnam,0.0
46,2020-01-26,0,Afghanistan,0.0
138,2020-01-26,0,Algeria,0.0
241,2020-01-26,0,Armenia,0.0
324,2020-01-26,0,Australia,0.0
407,2020-01-26,0,Austria,0.0
483,2020-01-26,0,Azerbaijan,0.0
570,2020-01-26,0,Bahrain,0.0
658,2020-01-26,0,Belarus,0.0
741,2020-01-26,0,Belgium,0.0
859,2020-01-26,0,Brazil,0.0
968,2020-01-26,0,Cambodia,0.0
1061,2020-01-26,0,Canada,0.0
1127,2020-01-26,0,Cases_on_an_international_conveyance_Japan,0.0
1241,2020-01-26,56,China,0.0
1364,2020-01-26,0,Croatia,0.0
1466,2020-01-26,0,Czech_Republic,0.0
1559,2020-01-26,0,Denmark,0.0
1637,2020-01-26,0,Dominican_Republic,0.0
1715,2020-01-26,0,Ecuador,0.0
1794,2020-01-26,0,Egypt,0.0
1885,2020-01-26,0,Estonia,0.0
1986,2020-01-26,0,Finland,0.0
2069,2020-01-26,0,France,0.0
2167,2020-01-26,0,Georgia,0.0
2250,2020-01-26,0,Germany,0.0
2343,2020-01-26,0,Greece,0.0
2497,2020-01-26,0,Iceland,0.0
2579,2020-01-26,0,India,0.0
2655,2020-01-26,0,Indonesia,0.0
2738,2020-01-26,0,Iran,0.0
2819,2020-01-26,0,Iraq,0.0
2900,2020-01-26,0,Ireland,0.0
2982,2020-01-26,0,Israel,0.0
3065,2020-01-26,0,Italy,0.0
3158,2020-01-26,0,Japan,0.0
3275,2020-01-26,0,Kuwait,0.0
3374,2020-01-26,0,Lebanon,0.0
3466,2020-01-26,0,Lithuania,0.0
3542,2020-01-26,0,Luxembourg,0.0
3626,2020-01-26,0,Malaysia,0.0
3738,2020-01-26,0,Mexico,0.0
3822,2020-01-26,0,Monaco,0.0
3928,2020-01-26,0,Nepal,0.0
4011,2020-01-26,0,Netherlands,0.0
4090,2020-01-26,0,New_Zealand,0.0
4168,2020-01-26,0,Nigeria,0.0
4242,2020-01-26,0,North_Macedonia,0.0
4325,2020-01-26,0,Norway,0.0
4402,2020-01-26,0,Oman,0.0
4480,2020-01-26,0,Pakistan,0.0
4615,2020-01-26,0,Philippines,0.0
4731,2020-01-26,0,Qatar,0.0
4812,2020-01-26,0,Romania,0.0
4890,2020-01-26,0,Russia,0.0
4989,2020-01-26,0,San_Marino,0.0
5123,2020-01-26,0,Singapore,0.0
5259,2020-01-26,0,South_Korea,0.0
5342,2020-01-26,0,Spain,0.0
5416,2020-01-26,0,Sri_Lanka,0.0
5511,2020-01-26,0,Sweden,0.0
5594,2020-01-26,0,Switzerland,0.0
5675,2020-01-26,0,Taiwan,0.0
5751,2020-01-26,0,Thailand,0.0
5881,2020-01-26,0,United_Arab_Emirates,0.0
5964,2020-01-26,0,United_Kingdom,0.0
6053,2020-01-26,0,United_States_of_America,0.0
6155,2020-01-26,0,Vietnam,0.0
45,2020-01-27,0,Afghanistan,0.0
137,2020-01-27,0,Algeria,0.0
240,2020-01-27,0,Armenia,0.0
323,2020-01-27,0,Australia,0.0
406,2020-01-27,0,Austria,0.0
482,2020-01-27,0,Azerbaijan,0.0
569,2020-01-27,0,Bahrain,0.0
657,2020-01-27,0,Belarus,0.0
740,2020-01-27,0,Belgium,0.0
858,2020-01-27,0,Brazil,0.0
967,2020-01-27,0,Cambodia,0.0
1060,2020-01-27,0,Canada,0.0
1126,2020-01-27,0,Cases_on_an_international_conveyance_Japan,0.0
1240,2020-01-27,81,China,0.0
1363,2020-01-27,0,Croatia,0.0
1465,2020-01-27,0,Czech_Republic,0.0
1558,2020-01-27,0,Denmark,0.0
1636,2020-01-27,0,Dominican_Republic,0.0
1714,2020-01-27,0,Ecuador,0.0
1793,2020-01-27,0,Egypt,0.0
1884,2020-01-27,0,Estonia,0.0
1985,2020-01-27,0,Finland,0.0
2068,2020-01-27,0,France,0.0
2166,2020-01-27,0,Georgia,0.0
2249,2020-01-27,0,Germany,0.0
2342,2020-01-27,0,Greece,0.0
2496,2020-01-27,0,Iceland,0.0
2578,2020-01-27,0,India,0.0
2654,2020-01-27,0,Indonesia,0.0
2737,2020-01-27,0,Iran,0.0
2818,2020-01-27,0,Iraq,0.0
2899,2020-01-27,0,Ireland,0.0
2981,2020-01-27,0,Israel,0.0
3064,2020-01-27,0,Italy,0.0
3157,2020-01-27,0,Japan,0.0
3274,2020-01-27,0,Kuwait,0.0
3373,2020-01-27,0,Lebanon,0.0
3465,2020-01-27,0,Lithuania,0.0
3541,2020-01-27,0,Luxembourg,0.0
3625,2020-01-27,0,Malaysia,0.0
3737,2020-01-27,0,Mexico,0.0
3821,2020-01-27,0,Monaco,0.0
3927,2020-01-27,0,Nepal,0.0
4010,2020-01-27,0,Netherlands,0.0
4089,2020-01-27,0,New_Zealand,0.0
4167,2020-01-27,0,Nigeria,0.0
4241,2020-01-27,0,North_Macedonia,0.0
4324,2020-01-27,0,Norway,0.0
4401,2020-01-27,0,Oman,0.0
4479,2020-01-27,0,Pakistan,0.0
4614,2020-01-27,0,Philippines,0.0
4730,2020-01-27,0,Qatar,0.0
4811,2020-01-27,0,Romania,0.0
4889,2020-01-27,0,Russia,0.0
4988,2020-01-27,0,San_Marino,0.0
5122,2020-01-27,0,Singapore,0.0
5258,2020-01-27,0,South_Korea,0.0
5341,2020-01-27,0,Spain,0.0
5415,2020-01-27,0,Sri_Lanka,0.0
5510,2020-01-27,0,Sweden,0.0
5593,2020-01-27,0,Switzerland,0.0
5674,2020-01-27,0,Taiwan,0.0
5750,2020-01-27,0,Thailand,0.0
5880,2020-01-27,0,United_Arab_Emirates,0.0
5963,2020-01-27,0,United_Kingdom,0.0
6052,2020-01-27,0,United_States_of_America,0.0
6154,2020-01-27,0,Vietnam,0.0
44,2020-01-28,0,Afghanistan,0.0
136,2020-01-28,0,Algeria,0.0
239,2020-01-28,0,Armenia,0.0
322,2020-01-28,0,Australia,0.0
405,2020-01-28,0,Austria,0.0
481,2020-01-28,0,Azerbaijan,0.0
568,2020-01-28,0,Bahrain,0.0
656,2020-01-28,0,Belarus,0.0
739,2020-01-28,0,Belgium,0.0
857,2020-01-28,0,Brazil,0.0
966,2020-01-28,0,Cambodia,0.0
1059,2020-01-28,0,Canada,0.0
1125,2020-01-28,0,Cases_on_an_international_conveyance_Japan,0.0
1239,2020-01-28,106,China,1.0
1362,2020-01-28,0,Croatia,0.0
1464,2020-01-28,0,Czech_Republic,0.0
1557,2020-01-28,0,Denmark,0.0
1635,2020-01-28,0,Dominican_Republic,0.0
1713,2020-01-28,0,Ecuador,0.0
1792,2020-01-28,0,Egypt,0.0
1883,2020-01-28,0,Estonia,0.0
1984,2020-01-28,0,Finland,0.0
2067,2020-01-28,0,France,0.0
2165,2020-01-28,0,Georgia,0.0
2248,2020-01-28,0,Germany,0.0
2341,2020-01-28,0,Greece,0.0
2495,2020-01-28,0,Iceland,0.0
2577,2020-01-28,0,India,0.0
2653,2020-01-28,0,Indonesia,0.0
2736,2020-01-28,0,Iran,0.0
2817,2020-01-28,0,Iraq,0.0
2898,2020-01-28,0,Ireland,0.0
2980,2020-01-28,0,Israel,0.0
3063,2020-01-28,0,Italy,0.0
3156,2020-01-28,0,Japan,0.0
3273,2020-01-28,0,Kuwait,0.0
3372,2020-01-28,0,Lebanon,0.0
3464,2020-01-28,0,Lithuania,0.0
3540,2020-01-28,0,Luxembourg,0.0
3624,2020-01-28,0,Malaysia,0.0
3736,2020-01-28,0,Mexico,0.0
3820,2020-01-28,0,Monaco,0.0
3926,2020-01-28,0,Nepal,0.0
4009,2020-01-28,0,Netherlands,0.0
4088,2020-01-28,0,New_Zealand,0.0
4166,2020-01-28,0,Nigeria,0.0
4240,2020-01-28,0,North_Macedonia,0.0
4323,2020-01-28,0,Norway,0.0
4400,2020-01-28,0,Oman,0.0
4478,2020-01-28,0,Pakistan,0.0
4613,2020-01-28,0,Philippines,0.0
4729,2020-01-28,0,Qatar,0.0
4810,2020-01-28,0,Romania,0.0
4888,2020-01-28,0,Russia,0.0
4987,2020-01-28,0,San_Marino,0.0
5121,2020-01-28,0,Singapore,0.0
5257,2020-01-28,0,South_Korea,0.0
5340,2020-01-28,0,Spain,0.0
5414,2020-01-28,0,Sri_Lanka,0.0
5509,2020-01-28,0,Sweden,0.0
5592,2020-01-28,0,Switzerland,0.0
5673,2020-01-28,0,Taiwan,0.0
5749,2020-01-28,0,Thailand,0.0
5879,2020-01-28,0,United_Arab_Emirates,0.0
5962,2020-01-28,0,United_Kingdom,0.0
6051,2020-01-28,0,United_States_of_America,0.0
6153,2020-01-28,0,Vietnam,0.0
43,2020-01-29,0,Afghanistan,0.0
135,2020-01-29,0,Algeria,0.0
238,2020-01-29,0,Armenia,0.0
321,2020-01-29,0,Australia,0.0
404,2020-01-29,0,Austria,0.0
480,2020-01-29,0,Azerbaijan,0.0
567,2020-01-29,0,Bahrain,0.0
655,2020-01-29,0,Belarus,0.0
738,2020-01-29,0,Belgium,0.0
856,2020-01-29,0,Brazil,0.0
965,2020-01-29,0,Cambodia,0.0
1058,2020-01-29,0,Canada,0.0
1124,2020-01-29,0,Cases_on_an_international_conveyance_Japan,0.0
1238,2020-01-29,132,China,2.0
1361,2020-01-29,0,Croatia,0.0
1463,2020-01-29,0,Czech_Republic,0.0
1556,2020-01-29,0,Denmark,0.0
1634,2020-01-29,0,Dominican_Republic,0.0
1712,2020-01-29,0,Ecuador,0.0
1791,2020-01-29,0,Egypt,0.0
1882,2020-01-29,0,Estonia,0.0
1983,2020-01-29,0,Finland,0.0
2066,2020-01-29,0,France,0.0
2164,2020-01-29,0,Georgia,0.0
2247,2020-01-29,0,Germany,0.0
2340,2020-01-29,0,Greece,0.0
2494,2020-01-29,0,Iceland,0.0
2576,2020-01-29,0,India,0.0
2652,2020-01-29,0,Indonesia,0.0
2735,2020-01-29,0,Iran,0.0
2816,2020-01-29,0,Iraq,0.0
2897,2020-01-29,0,Ireland,0.0
2979,2020-01-29,0,Israel,0.0
3062,2020-01-29,0,Italy,0.0
3155,2020-01-29,0,Japan,0.0
3272,2020-01-29,0,Kuwait,0.0
3371,2020-01-29,0,Lebanon,0.0
3463,2020-01-29,0,Lithuania,0.0
3539,2020-01-29,0,Luxembourg,0.0
3623,2020-01-29,0,Malaysia,0.0
3735,2020-01-29,0,Mexico,0.0
3819,2020-01-29,0,Monaco,0.0
3925,2020-01-29,0,Nepal,0.0
4008,2020-01-29,0,Netherlands,0.0
4087,2020-01-29,0,New_Zealand,0.0
4165,2020-01-29,0,Nigeria,0.0
4239,2020-01-29,0,North_Macedonia,0.0
4322,2020-01-29,0,Norway,0.0
4399,2020-01-29,0,Oman,0.0
4477,2020-01-29,0,Pakistan,0.0
4612,2020-01-29,0,Philippines,0.0
4728,2020-01-29,0,Qatar,0.0
4809,2020-01-29,0,Romania,0.0
4887,2020-01-29,0,Russia,0.0
4986,2020-01-29,0,San_Marino,0.0
5120,2020-01-29,0,Singapore,0.0
5256,2020-01-29,0,South_Korea,0.0
5339,2020-01-29,0,Spain,0.0
5413,2020-01-29,0,Sri_Lanka,0.0
5508,2020-01-29,0,Sweden,0.0
5591,2020-01-29,0,Switzerland,0.0
5672,2020-01-29,0,Taiwan,0.0
5748,2020-01-29,0,Thailand,0.0
5878,2020-01-29,0,United_Arab_Emirates,0.0
5961,2020-01-29,0,United_Kingdom,0.0
6050,2020-01-29,0,United_States_of_America,0.0
6152,2020-01-29,0,Vietnam,0.0
42,2020-01-30,0,Afghanistan,0.0
134,2020-01-30,0,Algeria,0.0
237,2020-01-30,0,Armenia,0.0
320,2020-01-30,0,Australia,0.0
403,2020-01-30,0,Austria,0.0
479,2020-01-30,0,Azerbaijan,0.0
566,2020-01-30,0,Bahrain,0.0
654,2020-01-30,0,Belarus,0.0
737,2020-01-30,0,Belgium,0.0
855,2020-01-30,0,Brazil,0.0
964,2020-01-30,0,Cambodia,0.0
1057,2020-01-30,0,Canada,0.0
1123,2020-01-30,0,Cases_on_an_international_conveyance_Japan,0.0
1237,2020-01-30,170,China,3.0
1360,2020-01-30,0,Croatia,0.0
1462,2020-01-30,0,Czech_Republic,0.0
1555,2020-01-30,0,Denmark,0.0
1633,2020-01-30,0,Dominican_Republic,0.0
1711,2020-01-30,0,Ecuador,0.0
1790,2020-01-30,0,Egypt,0.0
1881,2020-01-30,0,Estonia,0.0
1982,2020-01-30,0,Finland,0.0
2065,2020-01-30,0,France,0.0
2163,2020-01-30,0,Georgia,0.0
2246,2020-01-30,0,Germany,0.0
2339,2020-01-30,0,Greece,0.0
2493,2020-01-30,0,Iceland,0.0
2575,2020-01-30,0,India,0.0
2651,2020-01-30,0,Indonesia,0.0
2734,2020-01-30,0,Iran,0.0
2815,2020-01-30,0,Iraq,0.0
2896,2020-01-30,0,Ireland,0.0
2978,2020-01-30,0,Israel,0.0
3061,2020-01-30,0,Italy,0.0
3154,2020-01-30,0,Japan,0.0
3271,2020-01-30,0,Kuwait,0.0
3370,2020-01-30,0,Lebanon,0.0
3462,2020-01-30,0,Lithuania,0.0
3538,2020-01-30,0,Luxembourg,0.0
3622,2020-01-30,0,Malaysia,0.0
3734,2020-01-30,0,Mexico,0.0
3818,2020-01-30,0,Monaco,0.0
3924,2020-01-30,0,Nepal,0.0
4007,2020-01-30,0,Netherlands,0.0
4086,2020-01-30,0,New_Zealand,0.0
4164,2020-01-30,0,Nigeria,0.0
4238,2020-01-30,0,North_Macedonia,0.0
4321,2020-01-30,0,Norway,0.0
4398,2020-01-30,0,Oman,0.0
4476,2020-01-30,0,Pakistan,0.0
4611,2020-01-30,0,Philippines,0.0
4727,2020-01-30,0,Qatar,0.0
4808,2020-01-30,0,Romania,0.0
4886,2020-01-30,0,Russia,0.0
4985,2020-01-30,0,San_Marino,0.0
5119,2020-01-30,0,Singapore,0.0
5255,2020-01-30,0,South_Korea,0.0
5338,2020-01-30,0,Spain,0.0
5412,2020-01-30,0,Sri_Lanka,0.0
5507,2020-01-30,0,Sweden,0.0
5590,2020-01-30,0,Switzerland,0.0
5671,2020-01-30,0,Taiwan,0.0
5747,2020-01-30,0,Thailand,0.0
5877,2020-01-30,0,United_Arab_Emirates,0.0
5960,2020-01-30,0,United_Kingdom,0.0
6049,2020-01-30,0,United_States_of_America,0.0
6151,2020-01-30,0,Vietnam,0.0
41,2020-01-31,0,Afghanistan,0.0
133,2020-01-31,0,Algeria,0.0
236,2020-01-31,0,Armenia,0.0
319,2020-01-31,0,Australia,0.0
402,2020-01-31,0,Austria,0.0
478,2020-01-31,0,Azerbaijan,0.0
565,2020-01-31,0,Bahrain,0.0
653,2020-01-31,0,Belarus,0.0
736,2020-01-31,0,Belgium,0.0
854,2020-01-31,0,Brazil,0.0
963,2020-01-31,0,Cambodia,0.0
1056,2020-01-31,0,Canada,0.0
1122,2020-01-31,0,Cases_on_an_international_conveyance_Japan,0.0
1236,2020-01-31,213,China,4.0
1359,2020-01-31,0,Croatia,0.0
1461,2020-01-31,0,Czech_Republic,0.0
1554,2020-01-31,0,Denmark,0.0
1632,2020-01-31,0,Dominican_Republic,0.0
1710,2020-01-31,0,Ecuador,0.0
1789,2020-01-31,0,Egypt,0.0
1880,2020-01-31,0,Estonia,0.0
1981,2020-01-31,0,Finland,0.0
2064,2020-01-31,0,France,0.0
2162,2020-01-31,0,Georgia,0.0
2245,2020-01-31,0,Germany,0.0
2338,2020-01-31,0,Greece,0.0
2492,2020-01-31,0,Iceland,0.0
2574,2020-01-31,0,India,0.0
2650,2020-01-31,0,Indonesia,0.0
2733,2020-01-31,0,Iran,0.0
2814,2020-01-31,0,Iraq,0.0
2895,2020-01-31,0,Ireland,0.0
2977,2020-01-31,0,Israel,0.0
3060,2020-01-31,0,Italy,0.0
3153,2020-01-31,0,Japan,0.0
3270,2020-01-31,0,Kuwait,0.0
3369,2020-01-31,0,Lebanon,0.0
3461,2020-01-31,0,Lithuania,0.0
3537,2020-01-31,0,Luxembourg,0.0
3621,2020-01-31,0,Malaysia,0.0
3733,2020-01-31,0,Mexico,0.0
3817,2020-01-31,0,Monaco,0.0
3923,2020-01-31,0,Nepal,0.0
4006,2020-01-31,0,Netherlands,0.0
4085,2020-01-31,0,New_Zealand,0.0
4163,2020-01-31,0,Nigeria,0.0
4237,2020-01-31,0,North_Macedonia,0.0
4320,2020-01-31,0,Norway,0.0
4397,2020-01-31,0,Oman,0.0
4475,2020-01-31,0,Pakistan,0.0
4610,2020-01-31,0,Philippines,0.0
4726,2020-01-31,0,Qatar,0.0
4807,2020-01-31,0,Romania,0.0
4885,2020-01-31,0,Russia,0.0
4984,2020-01-31,0,San_Marino,0.0
5118,2020-01-31,0,Singapore,0.0
5254,2020-01-31,0,South_Korea,0.0
5337,2020-01-31,0,Spain,0.0
5411,2020-01-31,0,Sri_Lanka,0.0
5506,2020-01-31,0,Sweden,0.0
5589,2020-01-31,0,Switzerland,0.0
5670,2020-01-31,0,Taiwan,0.0
5746,2020-01-31,0,Thailand,0.0
5876,2020-01-31,0,United_Arab_Emirates,0.0
5959,2020-01-31,0,United_Kingdom,0.0
6048,2020-01-31,0,United_States_of_America,0.0
6150,2020-01-31,0,Vietnam,0.0
40,2020-02-01,0,Afghanistan,0.0
132,2020-02-01,0,Algeria,0.0
235,2020-02-01,0,Armenia,0.0
318,2020-02-01,0,Australia,0.0
401,2020-02-01,0,Austria,0.0
477,2020-02-01,0,Azerbaijan,0.0
564,2020-02-01,0,Bahrain,0.0
652,2020-02-01,0,Belarus,0.0
735,2020-02-01,0,Belgium,0.0
853,2020-02-01,0,Brazil,0.0
962,2020-02-01,0,Cambodia,0.0
1055,2020-02-01,0,Canada,0.0
1121,2020-02-01,0,Cases_on_an_international_conveyance_Japan,0.0
1235,2020-02-01,259,China,5.0
1358,2020-02-01,0,Croatia,0.0
1460,2020-02-01,0,Czech_Republic,0.0
1553,2020-02-01,0,Denmark,0.0
1631,2020-02-01,0,Dominican_Republic,0.0
1709,2020-02-01,0,Ecuador,0.0
1788,2020-02-01,0,Egypt,0.0
1879,2020-02-01,0,Estonia,0.0
1980,2020-02-01,0,Finland,0.0
2063,2020-02-01,0,France,0.0
2161,2020-02-01,0,Georgia,0.0
2244,2020-02-01,0,Germany,0.0
2337,2020-02-01,0,Greece,0.0
2491,2020-02-01,0,Iceland,0.0
2573,2020-02-01,0,India,0.0
2649,2020-02-01,0,Indonesia,0.0
2732,2020-02-01,0,Iran,0.0
2813,2020-02-01,0,Iraq,0.0
2894,2020-02-01,0,Ireland,0.0
2976,2020-02-01,0,Israel,0.0
3059,2020-02-01,0,Italy,0.0
3152,2020-02-01,0,Japan,0.0
3269,2020-02-01,0,Kuwait,0.0
3368,2020-02-01,0,Lebanon,0.0
3460,2020-02-01,0,Lithuania,0.0
3536,2020-02-01,0,Luxembourg,0.0
3620,2020-02-01,0,Malaysia,0.0
3732,2020-02-01,0,Mexico,0.0
3816,2020-02-01,0,Monaco,0.0
3922,2020-02-01,0,Nepal,0.0
4005,2020-02-01,0,Netherlands,0.0
4084,2020-02-01,0,New_Zealand,0.0
4162,2020-02-01,0,Nigeria,0.0
4236,2020-02-01,0,North_Macedonia,0.0
4319,2020-02-01,0,Norway,0.0
4396,2020-02-01,0,Oman,0.0
4474,2020-02-01,0,Pakistan,0.0
4609,2020-02-01,0,Philippines,0.0
4725,2020-02-01,0,Qatar,0.0
4806,2020-02-01,0,Romania,0.0
4884,2020-02-01,0,Russia,0.0
4983,2020-02-01,0,San_Marino,0.0
5117,2020-02-01,0,Singapore,0.0
5253,2020-02-01,0,South_Korea,0.0
5336,2020-02-01,0,Spain,0.0
5410,2020-02-01,0,Sri_Lanka,0.0
5505,2020-02-01,0,Sweden,0.0
5588,2020-02-01,0,Switzerland,0.0
5669,2020-02-01,0,Taiwan,0.0
5745,2020-02-01,0,Thailand,0.0
5875,2020-02-01,0,United_Arab_Emirates,0.0
5958,2020-02-01,0,United_Kingdom,0.0
6047,2020-02-01,0,United_States_of_America,0.0
6149,2020-02-01,0,Vietnam,0.0
39,2020-02-02,0,Afghanistan,0.0
131,2020-02-02,0,Algeria,0.0
234,2020-02-02,0,Armenia,0.0
317,2020-02-02,0,Australia,0.0
400,2020-02-02,0,Austria,0.0
476,2020-02-02,0,Azerbaijan,0.0
563,2020-02-02,0,Bahrain,0.0
651,2020-02-02,0,Belarus,0.0
734,2020-02-02,0,Belgium,0.0
852,2020-02-02,0,Brazil,0.0
